"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",132,109,89,107,87,91,66,44
"2",55,46,35,30,30,19,11,6
"3",18,12,11,10,7,6,2,0
"4",1,0,3,4,4,0,0,0
"5",0,0,0,0,1,0,0,0
"6",1,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,1,0
"8",0,0,0,0,0,0,0,0
