"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",144,123,130,112,90,75,52,40
"2",46,32,32,31,25,21,11,4
"3",12,8,7,9,5,2,3,2
"4",2,1,3,3,2,0,0,0
"5",0,2,2,0,0,0,0,0
"6",0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
