"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",921,863,838,954,864,902,855,824
"2",457,351,368,384,417,431,370,373
"3",223,161,176,181,183,182,177,175
"4",90,58,64,82,85,84,75,89
"5",25,24,29,24,37,32,30,24
"6",4,11,8,12,8,8,7,7
"7",3,5,5,3,2,6,9,1
"8",4,2,1,5,2,5,5,2
