"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",202,163,184,193,193,187,191,165
"2",110,87,82,67,114,89,86,104
"3",61,44,51,47,48,49,51,45
"4",30,20,21,27,22,20,24,26
"5",8,10,12,4,13,15,5,6
"6",0,2,1,3,4,3,1,1
"7",1,1,1,3,1,2,3,0
"8",2,1,1,2,0,2,3,1
