"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",204,179,155,189,175,165,189,169
"2",101,86,92,89,107,109,82,86
"3",55,49,56,52,47,49,43,57
"4",23,14,18,18,29,25,15,24
"5",13,7,9,11,10,5,14,8
"6",1,5,5,4,2,0,2,3
"7",0,2,3,0,1,2,2,0
"8",0,0,0,2,0,0,2,0
