"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",301,296,284,310,300,298,270,278
"2",157,110,137,142,126,151,138,125
"3",82,49,49,59,68,61,58,57
"4",34,20,20,28,27,32,30,30
"5",3,6,7,7,13,12,10,10
"6",2,4,2,4,1,5,4,3
"7",2,1,1,0,0,2,3,1
"8",2,1,0,1,2,3,0,1
