"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",126,122,105,108,83,69,56,49
"2",44,35,39,33,27,30,14,8
"3",15,9,3,8,6,1,2,0
"4",4,3,2,6,4,1,0,0
"5",0,1,0,2,0,1,0,0
"6",0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,1,0,0,0,0,0,0
