"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",204,189,180,185,179,180,175,179
"2",100,78,83,91,93,101,85,92
"3",64,38,51,38,46,55,53,46
"4",29,23,25,18,29,31,21,21
"5",9,8,13,17,12,12,9,9
"6",6,10,6,8,5,9,6,4
"7",1,1,3,2,1,2,1,2
"8",4,2,3,2,2,0,3,1
