"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",312,324,273,337,311,325,329,274
"2",175,110,140,143,124,140,131,116
"3",78,58,65,57,57,72,48,64
"4",25,15,32,22,30,32,25,24
"5",12,4,12,9,9,18,15,10
"6",3,4,10,4,1,3,6,4
"7",1,1,2,0,1,0,2,0
"8",1,2,1,0,1,1,0,2
