"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",238,190,204,172,196,134,118,76
"2",68,52,84,72,50,34,16,14
"3",30,16,20,20,16,10,10,0
"4",4,8,4,8,0,4,4,0
"5",4,2,0,0,2,0,0,0
"6",0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
