"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",205,188,194,189,176,202,167,163
"2",125,107,113,105,111,112,120,92
"3",69,38,58,49,50,47,43,49
"4",27,24,31,28,30,18,31,24
"5",9,5,12,12,17,10,9,9
"6",2,5,7,5,1,6,9,8
"7",0,1,1,4,1,1,3,2
"8",2,3,2,2,0,0,2,3
