"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",316,268,279,297,279,283,266,259
"2",133,130,158,136,156,140,121,108
"3",59,56,66,60,59,68,72,51
"4",32,24,31,28,28,25,15,26
"5",11,12,13,9,11,14,6,12
"6",5,5,5,8,2,3,7,2
"7",2,5,2,2,3,2,1,3
"8",1,5,4,2,4,2,1,1
