"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",135,135,116,103,116,81,65,43
"2",64,35,33,23,21,21,12,4
"3",17,21,14,8,6,4,2,1
"4",4,3,3,3,4,0,1,0
"5",1,0,0,0,1,0,0,0
"6",0,0,0,0,0,0,0,0
"7",0,0,1,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
