"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",194,173,183,186,183,167,192,173
"2",101,87,101,98,114,93,108,91
"3",41,48,41,42,55,55,56,39
"4",29,22,24,32,23,34,22,20
"5",11,10,8,11,11,3,7,8
"6",5,10,4,5,5,5,4,0
"7",1,2,2,3,2,2,2,0
"8",2,0,1,3,0,2,0,1
