"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",190,170,167,179,166,180,158,161
"2",105,98,117,99,111,92,83,67
"3",47,42,46,49,48,54,57,39
"4",29,21,28,23,21,25,14,23
"5",8,9,10,9,11,12,5,11
"6",5,5,5,7,2,3,7,2
"7",2,5,2,2,3,2,1,3
"8",1,5,4,2,4,2,1,1
