"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",256,236,242,192,206,154,122,90
"2",76,56,76,68,52,24,22,12
"3",24,18,32,12,18,14,4,4
"4",12,16,4,2,8,0,0,0
"5",2,0,2,0,2,0,0,0
"6",0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
