"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",149,123,108,120,107,85,69,42
"2",47,31,43,32,24,22,13,7
"3",19,10,19,9,7,1,3,1
"4",8,4,4,4,4,2,1,0
"5",4,1,1,2,0,0,0,1
"6",0,0,0,0,0,1,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
