"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",237,201,172,222,205,200,196,227
"2",112,94,104,121,97,117,115,98
"3",70,34,68,48,63,56,50,46
"4",42,19,27,27,30,24,22,23
"5",9,7,6,13,8,12,7,11
"6",1,4,6,5,8,9,2,6
"7",0,0,1,1,4,1,1,1
"8",1,0,2,2,4,0,1,0
