"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",598,544,574,592,572,538,562,560
"2",284,228,312,282,282,246,266,232
"3",112,116,114,118,144,120,122,112
"4",34,52,54,64,60,50,72,42
"5",28,22,14,16,28,16,20,18
"6",6,18,10,4,12,16,2,10
"7",4,2,10,6,4,14,6,0
"8",0,4,2,0,6,4,4,2
