"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",180,184,182,176,166,192,163,158
"2",96,97,101,71,81,89,87,79
"3",43,43,56,49,63,48,40,53
"4",15,22,25,19,26,26,28,14
"5",12,5,7,12,8,10,7,9
"6",3,8,5,6,5,4,5,4
"7",1,0,2,1,1,3,3,3
"8",4,1,2,7,1,1,2,3
