"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",602,592,568,620,600,596,540,556
"2",314,220,274,284,252,302,276,250
"3",164,98,98,118,136,122,116,114
"4",68,40,40,56,54,64,60,60
"5",6,12,14,14,26,24,20,20
"6",4,8,4,8,2,10,8,6
"7",4,2,2,0,0,4,6,2
"8",4,2,0,2,4,6,0,2
