"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",131,98,99,101,90,77,60,26
"2",36,37,37,38,38,28,14,8
"3",15,8,10,11,6,5,4,1
"4",3,1,4,3,1,2,0,0
"5",0,3,1,1,1,0,0,0
"6",1,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
