"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",180,165,191,176,177,167,164,173
"2",102,86,112,100,112,86,105,81
"3",43,51,46,47,62,49,46,46
"4",17,22,23,28,27,24,31,18
"5",10,10,5,8,13,7,7,8
"6",3,8,5,2,6,8,1,5
"7",2,1,5,3,2,7,3,0
"8",0,2,1,0,3,2,2,1
