"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",320,289,297,323,294,318,291,268
"2",155,113,115,108,151,128,121,134
"3",71,50,59,58,61,58,70,55
"4",31,21,23,33,24,26,26,31
"5",9,11,13,5,13,15,5,6
"6",0,2,1,4,4,3,1,1
"7",1,2,1,3,1,2,4,0
"8",2,1,1,2,0,2,3,1
