"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",317,301,290,289,284,299,276,285
"2",127,109,122,143,132,148,124,118
"3",70,48,64,46,63,68,66,54
"4",33,30,28,24,33,32,23,21
"5",12,8,15,18,13,14,9,9
"6",6,10,6,8,6,9,6,5
"7",1,1,3,2,1,2,1,2
"8",4,2,3,2,2,0,3,1
