"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",134,117,95,120,95,80,53,36
"2",55,34,48,34,33,28,13,4
"3",13,9,10,9,5,9,6,0
"4",6,5,2,4,3,1,0,0
"5",0,0,1,0,2,0,0,0
"6",1,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
