"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",634,602,580,578,568,598,552,570
"2",254,218,244,286,264,296,248,236
"3",140,96,128,92,126,136,132,108
"4",66,60,56,48,66,64,46,42
"5",24,16,30,36,26,28,18,18
"6",12,20,12,16,12,18,12,10
"7",2,2,6,4,2,4,2,4
"8",8,4,6,4,4,0,6,2
