"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",269,280,303,286,287,302,253,256
"2",147,126,138,109,118,130,127,124
"3",53,57,64,60,74,57,54,61
"4",17,27,28,25,32,30,31,16
"5",14,6,8,16,9,10,7,9
"6",3,8,5,6,5,4,5,4
"7",1,0,2,1,1,3,3,3
"8",4,1,2,7,1,1,2,3
