"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",608,556,520,650,542,578,594,562
"2",294,258,232,268,280,304,224,228
"3",142,124,136,128,108,128,100,126
"4",50,34,42,42,68,52,40,56
"5",26,14,18,24,22,10,30,16
"6",4,10,10,8,6,0,4,6
"7",0,4,6,0,2,4,4,0
"8",0,0,0,4,0,0,4,0
