"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",325,294,286,318,280,307,287,289
"2",171,144,153,144,156,157,159,124
"3",86,47,70,58,60,68,59,67
"4",28,32,33,34,36,23,33,29
"5",9,6,12,13,17,12,10,11
"6",2,5,8,5,1,8,9,10
"7",0,1,1,4,1,1,3,2
"8",2,4,2,2,0,0,2,3
