"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",269,234,212,206,176,157,134,74
"2",106,77,86,57,53,38,28,10
"3",30,18,21,16,17,12,4,1
"4",6,3,6,10,7,4,0,0
"5",1,2,0,0,1,0,0,0
"6",1,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,1,0
"8",0,0,0,0,0,0,0,0
