"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",388,363,371,368,343,373,316,338
"2",232,181,191,214,228,212,215,173
"3",117,89,100,91,98,94,88,90
"4",52,39,53,53,53,44,56,49
"5",18,9,23,23,34,18,16,22
"6",4,10,9,10,6,12,20,10
"7",1,2,6,7,4,3,7,5
"8",2,3,4,3,0,2,2,4
