"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2298,2141,2116,2240,2126,2177,2080,2036
"2",1286,1044,1160,1117,1231,1167,1141,1026
"3",660,503,598,552,619,610,552,551
"4",314,230,280,282,302,296,279,262
"5",111,84,111,120,137,119,96,108
"6",33,70,57,57,42,58,57,42
"7",12,16,27,21,18,26,28,15
"8",18,15,19,24,17,14,16,15
