"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",274,241,253,208,193,152,113,85
"2",84,60,70,65,51,33,22,10
"3",24,17,23,15,14,10,5,4
"4",8,9,5,4,6,0,0,0
"5",1,2,3,0,1,0,0,0
"6",0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
