"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",694,591,578,661,598,629,602,614
"2",287,260,297,303,286,301,271,248
"3",139,101,153,117,135,140,143,105
"4",79,46,65,59,61,54,40,52
"5",23,19,22,23,24,27,13,23
"6",6,9,12,15,10,13,9,11
"7",2,5,3,3,8,3,2,4
"8",2,5,6,4,8,2,2,1
