"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",318,319,353,332,322,315,302,309
"2",198,159,181,176,186,172,183,146
"3",95,76,78,89,106,91,76,84
"4",42,36,32,46,44,43,53,38
"5",12,15,11,12,22,15,13,17
"6",5,12,6,5,4,10,4,8
"7",4,2,6,2,0,9,6,1
"8",1,1,1,1,5,4,2,2
