"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",398,352,338,375,358,332,381,342
"2",202,173,193,187,221,202,190,177
"3",96,97,97,94,102,104,99,96
"4",52,36,42,50,52,59,37,44
"5",24,17,17,22,21,8,21,16
"6",6,15,9,9,7,5,6,3
"7",1,4,5,3,3,4,4,0
"8",2,0,1,5,0,2,2,1
