"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",616,567,559,629,559,570,593,569
"2",296,249,268,274,284,290,262,248
"3",126,116,119,117,124,135,121,119
"4",58,42,49,57,62,66,43,50
"5",25,19,17,24,24,8,24,16
"6",7,15,9,9,8,5,6,5
"7",1,4,6,3,3,4,4,0
"8",2,0,1,5,0,2,2,1
