"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",607,575,564,615,558,587,525,568
"2",324,252,265,287,317,297,300,228
"3",144,110,121,110,122,128,117,119
"4",58,50,61,60,61,54,60,57
"5",19,12,23,29,36,20,19,25
"6",4,10,10,10,6,14,20,14
"7",1,2,6,7,4,3,7,5
"8",2,4,4,3,0,2,2,4
