"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",358,384,351,382,359,408,358,312
"2",226,173,209,162,181,182,183,169
"3",109,83,107,96,108,106,78,105
"4",38,36,52,38,51,50,51,38
"5",23,9,19,20,16,27,20,16
"6",6,12,15,10,6,7,11,8
"7",2,1,3,1,2,3,5,3
"8",5,3,3,7,2,2,2,5
