"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",409,352,364,382,373,369,369,347
"2",211,166,165,158,207,190,172,196
"3",126,82,102,85,94,105,104,91
"4",59,43,46,45,51,51,46,47
"5",17,18,25,21,25,27,14,15
"6",6,12,7,11,9,12,7,5
"7",2,2,4,5,2,4,4,2
"8",6,3,4,4,2,2,6,2
