"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",581,604,576,623,598,627,582,530
"2",322,236,278,252,242,270,258,240
"3",131,115,129,117,131,129,102,125
"4",42,42,60,47,62,62,56,40
"5",26,10,20,25,18,28,22,19
"6",6,12,15,10,6,7,11,8
"7",2,1,4,1,2,3,5,3
"8",5,3,3,7,2,2,2,5
