"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",258,237,236,195,216,160,123,81
"2",113,73,65,48,40,37,30,12
"3",27,38,23,15,14,11,4,2
"4",5,7,6,6,6,2,1,0
"5",2,0,1,2,2,0,0,0
"6",1,0,0,0,0,0,0,0
"7",0,0,1,0,0,0,0,0
"8",0,0,1,1,0,0,0,0
