"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",245,217,207,194,181,136,115,87
"2",78,61,81,69,52,47,22,15
"3",30,17,13,18,14,6,7,0
"4",6,7,4,10,4,3,2,0
"5",2,2,0,2,1,1,0,0
"6",0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,1,0,0,0,0,0,0
