"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",537,504,521,542,518,510,500,491
"2",266,200,256,256,240,249,248,215
"3",124,97,97,110,128,105,101,100
"4",46,42,40,56,53,48,59,43
"5",16,17,13,13,24,19,17,18
"6",5,13,6,5,4,10,5,8
"7",4,2,6,2,0,9,6,1
"8",1,2,1,1,5,4,2,2
