"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",245,225,209,220,184,148,104,74
"2",99,60,82,70,77,52,22,9
"3",18,24,14,20,17,12,6,2
"4",13,9,9,5,5,4,0,1
"5",1,0,2,2,2,0,0,0
"6",1,0,1,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
