"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",127,118,121,94,103,77,61,45
"2",38,28,37,34,26,12,10,6
"3",12,9,16,6,9,7,2,2
"4",6,8,2,1,4,0,0,0
"5",1,0,1,0,1,0,0,0
"6",0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
