"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",203,188,180,184,178,179,175,176
"2",99,78,81,91,91,101,85,91
"3",64,37,51,37,45,55,52,46
"4",29,23,25,18,29,31,21,21
"5",9,8,13,17,12,12,9,9
"6",6,10,6,8,5,9,5,4
"7",1,1,3,2,1,2,1,2
"8",3,2,3,2,2,0,3,1
