"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",383,338,346,279,290,210,188,113
"2",123,85,130,97,74,48,35,17
"3",39,23,36,22,27,18,9,3
"4",13,15,7,11,7,6,2,0
"5",4,3,1,0,2,0,0,0
"6",0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
