"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",925,860,876,886,857,847,853,850
"2",417,343,427,424,415,409,406,367
"3",181,159,172,157,204,199,197,166
"4",83,81,83,92,91,97,82,64
"5",38,31,30,38,40,25,28,26
"6",14,29,15,15,17,22,10,12
"7",4,4,11,8,5,11,6,2
"8",5,4,5,5,5,4,5,3
