"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",119,95,102,86,98,67,59,38
"2",34,26,42,36,25,17,8,7
"3",15,8,10,10,8,5,5,0
"4",2,4,2,4,0,2,2,0
"5",2,1,0,0,1,0,0,0
"6",0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0
