"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2411,2264,2313,2354,2272,2282,2167,2212
"2",1120,930,1116,1096,1125,1090,1053,938
"3",477,442,474,435,535,512,509,440
"4",212,206,225,227,239,240,214,176
"5",99,74,84,105,106,79,69,79
"6",33,66,38,44,41,52,41,32
"7",11,12,28,19,15,27,18,13
"8",15,14,17,17,15,11,13,10
