"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1226,1083,971,997,838,716,535,387
"2",456,326,336,277,242,211,110,51
"3",139,98,85,80,54,34,25,6
"4",32,20,25,37,31,5,2,0
"5",5,7,6,6,5,2,0,1
"6",3,0,0,0,0,1,0,0
"7",0,0,1,0,0,0,2,0
"8",0,2,0,0,0,0,0,0
