"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1210,1119,1064,1200,1134,1154,1112,1055
"2",698,543,595,570,619,623,597,554
"3",387,240,324,292,308,314,271,297
"4",175,108,139,141,157,139,145,148
"5",53,38,58,54,68,68,57,51
"6",9,24,31,25,17,26,23,25
"7",4,6,8,8,8,8,14,4
"8",8,6,6,9,7,6,8,7
