"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2865,2667,2540,2935,2640,2788,2668,2572
"2",1418,1088,1168,1222,1244,1320,1182,1126
"3",692,472,574,534,559,578,534,535
"4",280,185,227,251,269,252,235,257
"5",83,65,91,84,113,107,92,80
"6",14,35,41,40,26,37,31,37
"7",7,12,14,11,11,14,24,5
"8",12,10,7,14,9,11,13,9
