"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",996,859,902,756,770,578,477,298
"2",324,240,314,266,226,145,96,51
"3",96,80,85,67,70,45,22,9
"4",32,36,25,23,16,15,4,1
"5",9,7,5,5,6,0,0,0
"6",2,0,1,0,0,0,0,0
"7",0,0,0,0,0,0,0,0
"8",0,0,1,1,0,0,0,0
